"Customer ID","Country","TotalSpent","InvoiceCount","UniqueProducts","TotalQuantity","FirstPurchaseDate","LastPurchaseDate"
13838.0,United Kingdom,1966.09,10,328,794,"2010-05-09 11:40:00","2011-12-04 11:00:00"
15030.0,United Kingdom,1964.66,9,26,1223,"2010-03-04 17:10:00","2011-09-29 10:50:00"
16176.0,United Kingdom,1964.04,7,53,913,"2010-03-29 14:52:00","2010-10-14 13:54:00"
12399.0,Belgium,1962.3,7,67,2198,"2010-03-05 08:45:00","2011-08-12 13:15:00"
17158.0,United Kingdom,1962.3,6,74,1143,"2010-03-07 15:50:00","2011-11-07 15:15:00"
14477.0,United Kingdom,1960.61,10,7,1115,"2009-12-23 10:17:00","2011-11-20 11:11:00"
18016.0,United Kingdom,1960.46,7,115,1209,"2010-01-27 16:00:00","2011-11-07 13:25:00"
14301.0,United Kingdom,1956.23,7,37,1673,"2010-02-11 13:07:00","2011-08-24 09:04:00"
17039.0,United Kingdom,1954.99,1,44,689,"2010-04-14 12:56:00","2010-04-14 12:56:00"
17554.0,United Kingdom,1952.45,5,58,1763,"2011-07-14 20:01:00","2011-12-08 14:15:00"
13761.0,United Kingdom,1952.17,6,118,1079,"2010-02-21 11:08:00","2011-10-20 14:01:00"
16788.0,United Kingdom,1950.3,5,348,985,"2010-02-07 12:40:00","2011-08-08 14:53:00"
13693.0,United Kingdom,1948.32,13,80,871,"2009-12-07 11:29:00","2011-01-18 15:23:00"
15081.0,United Kingdom,1948.27,13,75,804,"2010-06-22 10:25:00","2011-11-17 17:08:00"
14014.0,United Kingdom,1948.21,3,76,2004,"2010-05-12 09:04:00","2011-09-23 13:18:00"
15425.0,United Kingdom,1944.57,4,114,1042,"2010-02-14 12:36:00","2010-11-04 18:13:00"
17337.0,United Kingdom,1944.32,7,421,1240,"2011-02-02 17:06:00","2011-07-11 14:56:00"
14332.0,United Kingdom,1943.51,5,47,893,"2010-10-19 13:01:00","2011-11-17 11:54:00"
17135.0,United Kingdom,1943.24,11,98,1896,"2010-05-09 16:03:00","2011-11-23 16:48:00"
14905.0,United Kingdom,1939.69,10,45,987,"2009-12-03 14:36:00","2011-07-08 13:36:00"
14418.0,United Kingdom,1937.25,3,114,1711,"2011-08-23 17:18:00","2011-12-06 11:39:00"
14481.0,United Kingdom,1935.32,6,115,1583,"2010-01-31 12:43:00","2011-06-28 10:38:00"
15605.0,United Kingdom,1933.4,10,80,708,"2010-01-14 14:03:00","2011-11-03 14:17:00"
15789.0,United Kingdom,1932.01,7,110,2475,"2010-03-26 11:21:00","2010-12-16 14:35:00"
15803.0,United Kingdom,1929.66,4,48,1030,"2010-02-01 16:29:00","2011-10-19 14:56:00"
14276.0,United Kingdom,1929.32,13,76,1344,"2010-02-17 13:10:00","2011-09-12 17:49:00"
17236.0,United Kingdom,1929.26,12,123,804,"2010-03-07 13:00:00","2011-11-27 12:00:00"
13029.0,United Kingdom,1927.3,5,13,194,"2010-07-04 13:46:00","2011-11-09 09:13:00"
12385.0,Belgium,1923.4,2,65,611,"2010-11-25 15:14:00","2010-11-25 15:19:00"
14710.0,United Kingdom,1922.59,13,310,1151,"2009-12-03 17:12:00","2011-11-25 14:53:00"
12528.0,Germany,1922.28,8,50,750,"2011-01-31 09:05:00","2011-11-30 14:40:00"
16681.0,United Kingdom,1921.84,7,22,1492,"2010-03-08 14:10:00","2011-09-28 11:11:00"
12674.0,France,1919.31,7,52,1102,"2011-05-16 09:10:00","2011-11-28 12:22:00"
13276.0,United Kingdom,1918.56,7,210,853,"2010-03-07 14:05:00","2011-10-07 12:44:00"
12842.0,United Kingdom,1917.99,4,45,887,"2009-12-02 08:15:00","2011-09-30 15:33:00"
16619.0,United Kingdom,1916.53,5,103,1051,"2010-02-22 12:05:00","2011-03-31 12:20:00"
16650.0,United Kingdom,1916.11,7,71,1511,"2010-07-08 14:18:00","2011-09-29 09:51:00"
13476.0,United Kingdom,1915.77,7,86,710,"2010-03-05 09:39:00","2011-06-14 12:00:00"
16692.0,United Kingdom,1914.7,4,3,878,"2010-09-24 11:31:00","2011-03-28 14:46:00"
15620.0,United Kingdom,1909.93,8,114,1228,"2010-10-26 11:32:00","2011-10-20 19:17:00"
14205.0,United Kingdom,1908.38,12,80,1131,"2010-03-07 12:20:00","2011-11-29 11:56:00"
16426.0,United Kingdom,1908.25,10,211,1243,"2011-03-08 15:45:00","2011-12-07 14:01:00"
17046.0,United Kingdom,1906.07,5,76,1636,"2010-03-29 13:46:00","2011-07-05 14:24:00"
17235.0,United Kingdom,1904.88,8,52,971,"2010-06-04 17:01:00","2011-11-14 15:51:00"
14250.0,United Kingdom,1904.05,3,94,1200,"2011-09-11 13:44:00","2011-12-02 14:30:00"
14127.0,United Kingdom,1900.08,6,96,828,"2010-10-10 11:53:00","2011-08-09 10:49:00"
16770.0,United Kingdom,1900.03,11,202,1106,"2010-08-22 16:08:00","2011-10-13 12:21:00"
16049.0,United Kingdom,1899.68,6,383,1165,"2010-07-11 13:53:00","2011-10-30 13:19:00"
12531.0,Germany,1899.05,3,126,1104,"2010-01-22 14:17:00","2011-11-25 11:12:00"
12762.0,Portugal,1898.52,2,62,1227,"2011-11-14 14:23:00","2011-12-02 10:23:00"
14224.0,United Kingdom,1897.9,9,189,863,"2010-06-13 13:46:00","2011-08-21 13:24:00"
14741.0,United Kingdom,1897.59,7,48,1120,"2010-10-18 09:33:00","2011-11-28 08:48:00"
17560.0,United Kingdom,1895.8,9,37,1604,"2010-02-17 12:11:00","2011-09-06 09:18:00"
14327.0,United Kingdom,1894.93,6,99,1296,"2010-01-08 14:04:00","2011-06-29 13:58:00"
16942.0,United Kingdom,1894.11,10,159,807,"2011-04-26 11:59:00","2011-11-27 12:40:00"
12584.0,Italy,1893.95,18,44,354,"2011-03-04 15:15:00","2011-12-06 09:35:00"
15678.0,United Kingdom,1893.89,3,77,1067,"2010-07-05 12:49:00","2011-10-18 09:25:00"
17341.0,United Kingdom,1889.83,5,200,1169,"2010-06-17 18:17:00","2011-07-06 12:33:00"
17259.0,United Kingdom,1889.34,6,179,1158,"2010-02-22 13:38:00","2011-07-14 15:01:00"
12352.0,Norway,1889.21,13,70,658,"2010-11-12 10:20:00","2011-11-03 14:37:00"
14794.0,United Kingdom,1889.15,13,85,778,"2010-08-09 15:44:00","2011-12-07 10:11:00"
15381.0,United Kingdom,1887.62,6,20,801,"2010-05-05 14:35:00","2011-05-10 11:55:00"
16172.0,United Kingdom,1884.55,8,81,1419,"2010-07-14 15:34:00","2011-09-05 13:22:00"
14130.0,United Kingdom,1882.67,4,189,1239,"2009-12-11 16:33:00","2011-01-24 16:05:00"
14000.0,United Kingdom,1877.59,8,28,1811,"2009-12-02 09:50:00","2011-05-17 13:44:00"
17350.0,United Kingdom,1876.16,8,124,1180,"2010-02-01 15:38:00","2011-12-01 15:47:00"
16725.0,United Kingdom,1870.71,16,242,782,"2009-12-13 15:54:00","2011-02-10 16:52:00"
16631.0,United Kingdom,1867.02,8,46,773,"2010-02-26 10:49:00","2010-08-15 11:20:00"
13168.0,United Kingdom,1866.26,6,127,910,"2010-06-15 15:00:00","2011-11-03 12:56:00"
15248.0,United Kingdom,1865.03,4,103,1057,"2010-06-23 14:34:00","2010-10-24 13:09:00"
14887.0,United Kingdom,1862.0,1,6,1100,"2011-09-21 15:32:00","2011-09-21 15:32:00"
17974.0,United Kingdom,1858.06,6,279,1243,"2010-10-28 20:03:00","2011-11-15 11:37:00"
16043.0,United Kingdom,1856.59,8,56,1011,"2010-08-15 11:26:00","2011-11-02 12:50:00"
15561.0,United Kingdom,1856.54,9,65,1323,"2010-02-14 12:22:00","2011-11-28 11:07:00"
13889.0,United Kingdom,1855.73,8,59,947,"2010-01-22 14:32:00","2011-09-08 09:13:00"
18151.0,United Kingdom,1853.94,7,99,980,"2010-03-04 10:47:00","2011-07-28 11:35:00"
13884.0,United Kingdom,1852.38,14,108,790,"2010-08-26 19:57:00","2011-12-02 16:30:00"
16917.0,United Kingdom,1848.88,3,46,792,"2009-12-11 13:07:00","2011-03-08 11:55:00"
18180.0,United Kingdom,1843.75,6,108,1721,"2011-07-20 08:59:00","2011-12-05 08:39:00"
12950.0,United Kingdom,1843.0,3,13,1380,"2011-11-15 13:48:00","2011-12-07 13:17:00"
17015.0,United Kingdom,1842.56,3,182,1981,"2011-06-07 13:19:00","2011-11-11 10:45:00"
16102.0,United Kingdom,1842.14,3,41,942,"2011-08-03 12:50:00","2011-10-28 13:19:00"
16880.0,United Kingdom,1840.86,8,130,911,"2010-08-03 13:54:00","2011-11-09 11:33:00"
14715.0,United Kingdom,1840.45,8,102,1034,"2010-01-19 12:18:00","2011-11-15 12:10:00"
17919.0,United Kingdom,1840.32,2,37,1452,"2010-09-27 10:40:00","2011-09-12 13:41:00"
12694.0,France,1839.45,4,69,1353,"2010-10-14 19:39:00","2011-09-30 13:06:00"
12383.0,Belgium,1839.31,6,84,1529,"2010-12-22 14:28:00","2011-06-08 08:02:00"
16175.0,United Kingdom,1836.44,7,59,932,"2010-05-25 12:01:00","2011-09-06 14:32:00"
16205.0,United Kingdom,1830.61,7,147,1455,"2010-06-15 11:58:00","2011-11-09 09:32:00"
17152.0,United Kingdom,1830.5,5,9,537,"2010-10-10 12:40:00","2011-05-29 12:19:00"
16152.0,United Kingdom,1829.04,1,29,642,"2011-03-16 09:47:00","2011-03-16 09:47:00"
16825.0,United Kingdom,1826.89,5,48,1297,"2010-06-23 13:14:00","2011-11-01 11:51:00"
18122.0,United Kingdom,1826.21,6,239,1234,"2011-07-12 11:37:00","2011-12-01 13:08:00"
17244.0,United Kingdom,1826.04,5,109,1419,"2009-12-06 11:27:00","2011-10-17 15:19:00"
17642.0,United Kingdom,1824.49,5,88,1475,"2009-12-05 16:01:00","2011-08-12 09:11:00"
16169.0,United Kingdom,1822.97,4,71,1325,"2011-09-25 11:33:00","2011-12-01 15:28:00"
14403.0,United Kingdom,1822.76,9,20,726,"2010-03-10 14:00:00","2011-08-01 12:57:00"
14389.0,United Kingdom,1821.07,11,54,1333,"2009-12-10 19:13:00","2011-12-01 09:19:00"
13561.0,United Kingdom,1820.72,11,131,1136,"2010-02-28 13:42:00","2011-05-08 12:39:00"
16110.0,United Kingdom,1819.27,4,343,902,"2010-07-05 13:04:00","2011-10-25 14:35:00"
16511.0,United Kingdom,1819.02,6,235,787,"2010-03-01 12:21:00","2011-11-18 10:41:00"
16233.0,United Kingdom,1818.71,12,50,677,"2009-12-02 13:23:00","2011-09-29 17:27:00"
15402.0,United Kingdom,1816.64,7,79,2032,"2010-04-27 12:12:00","2011-07-14 12:17:00"
15221.0,United Kingdom,1816.1,7,21,239,"2010-03-12 10:40:00","2010-12-08 13:08:00"
14553.0,United Kingdom,1816.04,10,233,1138,"2010-07-18 12:07:00","2011-11-20 13:20:00"
12644.0,Germany,1815.54,6,106,1001,"2010-01-14 13:02:00","2011-08-02 10:33:00"
15530.0,United Kingdom,1813.72,5,111,1340,"2010-07-15 11:10:00","2011-11-18 12:25:00"
14704.0,United Kingdom,1813.57,11,319,1209,"2010-03-25 17:21:00","2011-11-28 12:51:00"
16474.0,United Kingdom,1811.47,11,237,918,"2011-07-17 14:51:00","2011-12-02 13:02:00"
15972.0,United Kingdom,1810.27,5,104,480,"2010-04-18 14:06:00","2010-09-09 13:20:00"
16595.0,United Kingdom,1810.18,5,337,1378,"2010-01-17 12:12:00","2011-10-09 13:15:00"
13725.0,United Kingdom,1809.81,11,97,659,"2011-02-04 12:18:00","2011-10-21 10:03:00"
15807.0,United Kingdom,1807.57,6,86,1531,"2010-02-11 15:32:00","2011-10-20 14:10:00"
15133.0,United Kingdom,1806.9,5,45,960,"2010-07-07 12:31:00","2011-08-04 10:44:00"
18096.0,United Kingdom,1805.28,6,299,1483,"2010-07-14 14:30:00","2011-11-28 12:44:00"
12784.0,Portugal,1804.75,3,121,882,"2010-06-28 13:06:00","2011-11-30 15:38:00"
12381.0,Norway,1803.96,6,70,783,"2011-08-12 09:57:00","2011-12-05 12:44:00"
14305.0,United Kingdom,1803.76,5,96,1069,"2011-07-27 14:14:00","2011-09-29 15:29:00"
16249.0,United Kingdom,1800.07,5,67,950,"2011-04-14 13:50:00","2011-10-18 10:07:00"
16027.0,United Kingdom,1799.84,18,21,2020,"2010-01-08 13:21:00","2011-09-09 10:47:00"
15452.0,United Kingdom,1799.11,6,158,1091,"2010-07-16 14:23:00","2011-11-10 12:13:00"
16348.0,United Kingdom,1798.22,8,180,1178,"2010-10-05 13:57:00","2011-11-07 15:44:00"
17750.0,United Kingdom,1797.57,9,101,3957,"2011-06-28 15:44:00","2011-12-04 14:09:00"
12507.0,Spain,1797.31,5,46,1256,"2010-05-04 09:23:00","2011-07-28 17:09:00"
18161.0,United Kingdom,1797.2,7,57,963,"2010-11-25 15:55:00","2011-11-29 15:38:00"
18235.0,United Kingdom,1796.48,3,100,1578,"2011-05-06 13:35:00","2011-09-29 08:27:00"
15889.0,United Kingdom,1795.83,9,256,982,"2009-12-10 12:21:00","2011-07-06 11:10:00"
18236.0,United Kingdom,1795.35,12,80,696,"2010-04-15 13:39:00","2011-11-10 08:06:00"
14870.0,United Kingdom,1794.6,9,43,478,"2010-01-25 09:05:00","2011-03-23 10:51:00"
13503.0,United Kingdom,1793.54,12,159,1095,"2010-02-16 13:49:00","2011-09-29 13:23:00"
12369.0,Austria,1791.15,3,90,1241,"2010-03-08 08:09:00","2010-10-22 13:13:00"
16797.0,United Kingdom,1786.77,9,292,901,"2009-12-02 12:34:00","2010-11-11 19:14:00"
13375.0,United Kingdom,1786.48,3,62,1123,"2010-09-21 08:12:00","2011-09-19 16:01:00"
15608.0,United Kingdom,1785.98,5,93,1262,"2010-10-20 10:10:00","2011-11-11 13:20:00"
13782.0,United Kingdom,1785.77,14,187,648,"2009-12-06 12:52:00","2011-11-27 11:54:00"
17165.0,United Kingdom,1783.63,8,77,785,"2009-12-11 09:18:00","2011-02-28 16:39:00"
14893.0,United Kingdom,1782.26,6,99,1034,"2010-04-01 09:03:00","2011-11-30 12:31:00"
14583.0,United Kingdom,1781.03,8,353,1155,"2010-03-28 15:16:00","2011-12-04 12:32:00"
16380.0,United Kingdom,1780.59,1,28,1524,"2011-10-09 15:40:00","2011-10-09 15:40:00"
15822.0,United Kingdom,1777.91,8,50,938,"2009-12-06 14:34:00","2011-12-06 14:50:00"
12458.0,Switzerland,1777.49,4,71,986,"2010-08-09 10:33:00","2011-09-29 15:25:00"
16611.0,United Kingdom,1776.63,7,86,873,"2010-03-10 16:07:00","2011-06-06 15:46:00"
18220.0,United Kingdom,1771.7,11,17,1258,"2009-12-15 11:42:00","2011-05-04 11:23:00"
16374.0,United Kingdom,1771.45,5,276,800,"2010-04-30 13:10:00","2011-10-04 15:21:00"
14387.0,United Kingdom,1770.56,3,125,819,"2011-08-22 14:13:00","2011-11-07 12:29:00"
15594.0,United Kingdom,1767.53,6,85,982,"2011-04-19 10:08:00","2011-11-24 08:53:00"
16751.0,United Kingdom,1764.72,1,24,1031,"2011-11-09 10:48:00","2011-11-09 10:48:00"
14738.0,United Kingdom,1763.64,12,59,727,"2009-12-07 10:21:00","2011-10-31 12:57:00"
17609.0,United Kingdom,1758.99,14,317,1248,"2010-04-09 16:54:00","2011-10-30 12:28:00"
16620.0,United Kingdom,1758.93,6,78,1146,"2009-12-01 14:35:00","2011-12-06 12:19:00"
15220.0,United Kingdom,1758.92,7,110,1377,"2011-03-04 10:24:00","2011-10-19 12:39:00"
14522.0,United Kingdom,1758.62,8,34,968,"2010-01-24 13:55:00","2011-11-15 13:24:00"
16266.0,United Kingdom,1757.95,14,73,791,"2010-02-04 16:21:00","2011-09-27 12:08:00"
12778.0,Netherlands,1757.68,10,77,1734,"2010-04-16 09:57:00","2011-11-20 11:39:00"
14915.0,United Kingdom,1752.65,13,65,699,"2009-12-03 10:17:00","2011-09-15 10:27:00"
17432.0,United Kingdom,1751.39,9,213,1016,"2009-12-03 19:13:00","2011-11-21 17:33:00"
13155.0,United Kingdom,1750.18,6,79,909,"2010-08-05 09:30:00","2011-11-06 15:41:00"
12422.0,Australia,1749.65,10,45,1327,"2009-12-18 12:44:00","2011-09-05 09:48:00"
13717.0,United Kingdom,1748.05,11,110,2141,"2010-08-11 09:40:00","2011-11-07 14:13:00"
13808.0,United Kingdom,1747.66,5,70,782,"2011-09-04 12:07:00","2011-12-04 12:18:00"
15976.0,United Kingdom,1746.64,6,265,1078,"2010-06-06 14:01:00","2011-06-27 13:00:00"
13946.0,United Kingdom,1745.43,7,49,2823,"2009-12-04 11:07:00","2011-09-21 13:33:00"
12494.0,France,1743.52,17,83,961,"2010-05-12 13:52:00","2011-11-30 09:21:00"
17321.0,United Kingdom,1741.18,6,241,817,"2010-05-11 12:10:00","2011-12-01 13:41:00"
15473.0,United Kingdom,1740.0,11,5,656,"2010-09-21 09:14:00","2011-11-25 15:15:00"
16087.0,United Kingdom,1739.92,5,6,664,"2010-01-19 12:30:00","2010-11-15 16:44:00"
13531.0,United Kingdom,1738.52,6,44,600,"2009-12-03 15:20:00","2011-05-18 16:56:00"
13456.0,United Kingdom,1737.82,7,43,756,"2011-05-16 15:34:00","2011-11-22 09:18:00"
15885.0,United Kingdom,1737.57,20,83,597,"2010-01-21 12:47:00","2011-09-08 10:43:00"
14692.0,United Kingdom,1735.59,13,101,895,"2010-04-01 14:04:00","2011-07-25 15:08:00"
14584.0,United Kingdom,1734.91,9,127,959,"2010-02-17 14:01:00","2011-06-23 18:33:00"
13920.0,United Kingdom,1734.88,5,81,1768,"2010-05-26 15:48:00","2010-10-04 12:37:00"
14075.0,United Kingdom,1734.87,6,59,1494,"2010-06-16 14:47:00","2011-12-05 08:38:00"
17268.0,United Kingdom,1733.89,11,26,1395,"2009-12-08 11:46:00","2011-08-24 10:06:00"
14236.0,United Kingdom,1732.74,7,39,810,"2010-07-22 14:27:00","2011-09-20 09:13:00"
15128.0,United Kingdom,1732.22,9,89,1566,"2010-10-05 16:46:00","2011-10-10 13:54:00"
15777.0,United Kingdom,1732.16,9,29,595,"2010-05-20 10:37:00","2011-04-12 16:43:00"
16809.0,United Kingdom,1725.48,10,113,1092,"2010-04-13 15:34:00","2011-11-16 15:45:00"
13363.0,United Kingdom,1723.86,3,78,1146,"2010-10-26 11:07:00","2011-11-22 12:40:00"
16010.0,United Kingdom,1722.11,12,122,930,"2010-10-24 10:54:00","2011-04-08 10:14:00"
16899.0,United Kingdom,1721.02,8,101,818,"2010-11-07 15:00:00","2011-12-02 12:03:00"
16119.0,United Kingdom,1720.81,8,37,811,"2009-12-16 11:56:00","2011-12-01 15:11:00"
17695.0,United Kingdom,1720.54,6,46,1803,"2010-01-28 09:27:00","2011-07-31 10:40:00"
15267.0,United Kingdom,1717.36,5,8,944,"2011-06-10 10:24:00","2011-11-17 15:59:00"
15736.0,United Kingdom,1717.27,3,95,1259,"2010-09-30 14:19:00","2010-10-05 19:59:00"
14021.0,United Kingdom,1716.58,7,84,878,"2010-04-26 11:22:00","2011-07-07 15:46:00"
17813.0,United Kingdom,1714.6,7,297,777,"2011-09-29 15:57:00","2011-11-25 16:13:00"
15369.0,United Kingdom,1713.39,13,46,1755,"2009-12-08 07:43:00","2011-07-18 15:11:00"
14447.0,United Kingdom,1711.73,6,81,913,"2010-11-04 13:32:00","2011-11-21 08:28:00"
13665.0,United Kingdom,1711.66,3,97,1652,"2010-07-23 13:29:00","2010-11-18 13:06:00"
12947.0,United Kingdom,1711.33,11,83,1341,"2010-12-01 16:21:00","2011-07-19 10:06:00"
12405.0,Finland,1710.39,1,54,857,"2011-07-14 08:52:00","2011-07-14 08:52:00"
16124.0,United Kingdom,1709.39,6,63,789,"2009-12-07 10:33:00","2011-01-27 16:05:00"
13104.0,United Kingdom,1709.1,9,15,834,"2010-02-24 15:06:00","2011-12-06 13:10:00"
15947.0,United Kingdom,1708.24,1,29,898,"2011-09-18 10:46:00","2011-09-18 10:46:00"
15730.0,United Kingdom,1708.18,7,102,1053,"2010-10-04 14:15:00","2011-10-05 12:31:00"
12407.0,Belgium,1708.12,5,57,1416,"2011-03-20 13:21:00","2011-10-21 10:11:00"
13566.0,United Kingdom,1708.12,5,263,1266,"2010-03-10 12:22:00","2011-10-30 11:59:00"
16907.0,United Kingdom,1707.9,9,109,532,"2010-07-01 17:30:00","2011-11-10 18:04:00"
17162.0,United Kingdom,1707.21,11,81,1000,"2011-02-07 12:27:00","2011-11-11 11:34:00"
16902.0,United Kingdom,1706.88,1,43,629,"2011-08-15 14:17:00","2011-08-15 14:17:00"
13309.0,United Kingdom,1706.37,6,95,1914,"2010-11-12 12:10:00","2011-12-02 16:34:00"
12809.0,Portugal,1705.34,8,75,508,"2010-03-02 14:19:00","2011-06-24 15:15:00"
16654.0,United Kingdom,1705.17,9,64,701,"2010-04-06 13:29:00","2011-07-21 15:23:00"
14859.0,United Kingdom,1703.94,6,51,886,"2010-06-03 10:26:00","2011-11-27 11:18:00"
17571.0,United Kingdom,1703.75,5,290,1020,"2010-06-15 12:50:00","2011-10-20 15:57:00"
16329.0,United Kingdom,1703.07,4,83,826,"2009-12-01 11:34:00","2010-10-08 12:44:00"
14400.0,United Kingdom,1703.0,5,71,1693,"2010-03-18 12:11:00","2011-07-21 18:05:00"
12932.0,United Kingdom,1698.56,8,69,1609,"2010-02-10 08:46:00","2010-06-18 14:22:00"
17694.0,United Kingdom,1695.97,3,54,1493,"2010-05-26 08:27:00","2011-07-21 12:00:00"
12764.0,Lebanon,1693.88,1,45,386,"2011-01-27 10:19:00","2011-01-27 10:19:00"
16813.0,United Kingdom,1692.98,10,248,1525,"2011-05-19 13:28:00","2011-12-01 14:03:00"
14078.0,United Kingdom,1692.63,9,107,618,"2010-03-28 15:05:00","2011-08-30 12:16:00"
16671.0,United Kingdom,1692.27,3,3,875,"2011-06-28 11:20:00","2011-11-11 13:40:00"
13026.0,United Kingdom,1690.12,13,54,2431,"2009-12-13 11:34:00","2011-12-08 16:58:00"
13294.0,United Kingdom,1689.53,3,93,996,"2010-03-03 12:54:00","2011-06-03 08:54:00"
16993.0,United Kingdom,1688.15,3,19,261,"2010-05-12 13:55:00","2010-09-02 17:45:00"
12813.0,Netherlands,1687.8,3,37,1141,"2010-01-15 16:52:00","2010-07-26 09:50:00"
13516.0,United Kingdom,1685.26,4,55,1114,"2010-10-18 08:52:00","2011-11-18 13:15:00"
15987.0,United Kingdom,1682.13,8,143,1715,"2010-11-25 12:56:00","2011-11-27 15:38:00"
13924.0,United Kingdom,1682.08,11,91,1532,"2011-09-28 15:07:00","2011-12-08 09:39:00"
12425.0,Portugal,1680.81,3,87,1103,"2010-09-17 14:10:00","2011-09-22 17:31:00"
13064.0,United Kingdom,1680.74,6,58,670,"2010-04-27 10:08:00","2011-11-27 12:31:00"
14967.0,United Kingdom,1680.52,7,23,651,"2009-12-03 14:07:00","2011-10-21 11:06:00"
12911.0,United Kingdom,1680.47,1,220,820,"2010-06-06 12:13:00","2010-06-06 12:13:00"
13800.0,United Kingdom,1679.56,3,73,891,"2009-12-03 10:03:00","2011-02-03 12:27:00"
13648.0,United Kingdom,1679.01,11,95,928,"2009-12-01 18:13:00","2010-11-04 14:46:00"
13649.0,United Kingdom,1678.88,6,97,863,"2010-06-30 16:35:00","2011-03-28 11:51:00"
14245.0,United Kingdom,1677.48,5,107,971,"2011-03-21 10:41:00","2011-06-16 14:33:00"
13149.0,United Kingdom,1676.06,4,76,1280,"2011-02-23 13:57:00","2011-11-25 13:09:00"
17656.0,United Kingdom,1674.69,5,67,1399,"2011-08-03 10:45:00","2011-09-27 13:04:00"
15996.0,United Kingdom,1671.0,8,140,745,"2010-11-07 15:49:00","2011-09-12 15:14:00"
17041.0,United Kingdom,1670.48,7,93,1333,"2010-04-18 14:25:00","2011-11-13 11:21:00"
17534.0,United Kingdom,1668.83,5,76,860,"2010-02-25 16:55:00","2011-10-17 12:47:00"
13434.0,United Kingdom,1666.86,5,17,864,"2010-02-22 09:54:00","2011-09-26 14:30:00"
12912.0,United Kingdom,1662.3,5,17,670,"2011-10-30 11:35:00","2011-12-07 08:55:00"
15214.0,United Kingdom,1661.44,8,109,1254,"2011-04-11 09:46:00","2011-12-08 12:07:00"
13240.0,United Kingdom,1661.17,9,160,846,"2010-02-25 13:17:00","2011-09-04 14:08:00"
16639.0,United Kingdom,1659.85,5,76,744,"2010-10-26 18:23:00","2011-11-14 13:47:00"
15167.0,United Kingdom,1659.67,5,262,872,"2010-02-04 14:13:00","2011-01-23 12:41:00"
15551.0,United Kingdom,1659.28,9,117,806,"2010-06-07 15:05:00","2011-11-03 12:37:00"
16859.0,United Kingdom,1657.74,10,87,1728,"2010-03-04 12:37:00","2011-08-25 14:12:00"
14643.0,United Kingdom,1654.69,6,57,1317,"2009-12-11 11:52:00","2011-06-22 14:41:00"
13308.0,United Kingdom,1652.47,5,65,1070,"2010-04-22 09:22:00","2011-11-17 09:31:00"
18022.0,United Kingdom,1651.79,5,306,1390,"2010-06-11 13:59:00","2011-11-04 12:45:00"
12775.0,Netherlands,1651.32,8,55,1059,"2010-10-26 14:24:00","2011-11-22 16:33:00"
16625.0,United Kingdom,1651.08,6,82,1056,"2010-06-14 11:56:00","2011-03-10 12:50:00"
17451.0,United Kingdom,1648.95,10,83,1178,"2011-08-26 11:54:00","2011-12-08 15:02:00"
13184.0,United Kingdom,1648.79,12,138,1662,"2011-02-22 17:25:00","2011-11-25 12:02:00"
12870.0,United Kingdom,1647.15,4,85,902,"2010-03-25 14:32:00","2010-12-08 14:27:00"
16768.0,United Kingdom,1647.07,14,110,765,"2009-12-07 11:47:00","2011-10-23 10:38:00"
18085.0,United Kingdom,1645.75,4,42,585,"2010-03-21 11:57:00","2011-01-13 15:17:00"
15013.0,United Kingdom,1641.3,10,177,1747,"2010-01-31 12:15:00","2010-08-09 12:05:00"
14904.0,United Kingdom,1640.64,4,127,2549,"2010-10-08 12:48:00","2011-12-07 12:55:00"
12693.0,Germany,1640.42,11,63,524,"2010-07-05 13:56:00","2011-08-11 09:16:00"
14829.0,United Kingdom,1639.94,9,77,1109,"2010-09-29 13:14:00","2011-11-10 16:16:00"
15732.0,United Kingdom,1637.52,12,53,1352,"2010-02-04 10:10:00","2011-05-11 14:24:00"
12847.0,United Kingdom,1636.9,2,100,1533,"2010-11-17 12:44:00","2011-11-17 13:16:00"
17006.0,United Kingdom,1636.32,8,103,573,"2010-03-05 13:33:00","2011-12-05 12:09:00"
12398.0,Switzerland,1635.66,1,85,1394,"2011-10-25 10:27:00","2011-10-25 10:27:00"
15310.0,United Kingdom,1634.64,1,45,1476,"2010-08-18 11:38:00","2010-08-18 11:38:00"
15339.0,United Kingdom,1634.09,11,162,1100,"2010-02-08 13:38:00","2011-10-04 12:51:00"
13711.0,United Kingdom,1632.61,15,81,796,"2009-12-01 14:01:00","2011-05-05 10:31:00"
14987.0,United Kingdom,1632.25,9,4,639,"2009-12-02 14:56:00","2011-11-24 09:59:00"
14164.0,United Kingdom,1631.77,2,28,1033,"2011-09-20 12:18:00","2011-09-30 12:24:00"
16398.0,United Kingdom,1631.15,4,75,745,"2011-03-31 09:38:00","2011-07-18 10:14:00"
14420.0,United Kingdom,1627.72,7,85,1115,"2010-01-17 12:41:00","2011-09-15 16:57:00"
12933.0,United Kingdom,1627.28,11,229,904,"2009-12-10 16:39:00","2011-11-15 16:38:00"
14759.0,United Kingdom,1625.97,3,92,569,"2011-04-21 10:55:00","2011-12-05 12:03:00"
18149.0,United Kingdom,1624.71,7,54,918,"2010-03-14 12:41:00","2011-10-20 12:04:00"
15172.0,United Kingdom,1624.05,5,106,1611,"2011-04-17 11:56:00","2011-12-01 11:51:00"
